year,elections__state,incumbent first name,incumbent middle name,incumbent last name,incumbent gender,incumbent party,incumbent election history (1),incumbent election history(2),incumbent seniority,percent of votes incumbent voted with their party,percent of votes incumbent voted against their party,election result,candidate 1 full info,candidate 1 name,candidate 1 party,candidate 1 percentage of votes,"candidate 1 gender (0=M, 1=F)",candidate 1 funding,proportion of funding candidate 1,candidate 2 full info,candidate 2 name,candidate 2 party,candidate 2 percentage of votes,"candidate 2 gender (0=M, 1=F)",candidate 2 funding,proportion of funding candidate 2,"color value (0=no women, 1=woman won, 2=woman lost, 3=both women"
2010,Missouri,,,,,,1986,1992,,,,Incumbent retired.New senator elected.Republican hold.,Roy Blunt (Republican) 54.3%,Roy Blunt ,Republican,54.30%,0,,,Robin Carnahan (Democratic) 40.6%,Robin Carnahan ,Democratic,40.60%,1,,,2
2010,Nevada,Harry,null,Reid,M,D,1986,1992,23,95.38,4.62,Incumbent re-elected.,Harry Reid (Democratic) 50.2%,Harry Reid ,Democratic,50.20%,0,,,Sharron Angle (Republican) 44.6%,Sharron Angle ,Republican,44.60%,1,,,2
2010,New Hampshire,Judd,null,Gregg,M,R,1992,1998,17,83.72,16.28,Incumbent retired.New senator elected.Republican hold.,Kelly Ayotte (Republican) 60.2%,Kelly Ayotte ,Republican,60.20%,1,,,Paul Hodes (Democratic) 36.7%,Paul Hodes ,Democratic,36.70%,0,,,1
2010,New York,,,,,,1998,2004,,,,Incumbent re-elected.,Chuck Schumer (Democratic) 66.3%,Chuck Schumer ,Democratic,66.30%,0,,,Jay Townsend (Republican) 32.2%,Jay Townsend ,Republican,32.20%,0,,,0
2010,North Carolina,Richard,M.,Burr,M,R,2004,,5,93.88,6.12,Incumbent re-elected.,Richard Burr (Republican) 55.0%,Richard Burr ,Republican,55.00%,0,,,Elaine Marshall (Democratic) 42.9%,Elaine Marshall ,Democratic,42.90%,1,,,2
2010,North Dakota,Byron,L.,Dorgan,M,D,1992,1998,17,92.66,7.34,Incumbent retired.New senator elected.Republican gain.,John Hoeven (Republican) 76.2%,John Hoeven ,Republican,76.20%,0,,,Tracy Potter (Democratic) 22.2%,Tracy Potter ,Democratic,22.20%,1,,,2
2010,Ohio,George,V.,Voinovich,M,R,1998,2004,11,69.77,30.23,Incumbent retired.New senator elected.Republican hold.,Rob Portman (Republican) 57.3%,Rob Portman ,Republican,57.30%,0,,,Lee Fisher (Democratic) 39.0%,Lee Fisher ,Democratic,39.00%,0,,,0
2010,Oklahoma,Tom,null,Coburn,M,R,2004,,5,91.18,8.82,Incumbent re-elected.,Tom Coburn (Republican) 70.5%,Tom Coburn ,Republican,70.50%,0,,,Jim Rogers (Democratic) 26.1%,Jim Rogers ,Democratic,26.10%,0,,,0
2010,Oregon,Ron,null,Wyden,M,D,1996 (Special),1998,14,96.55,3.45,Incumbent re-elected.,Ron Wyden (Democratic) 57.2%,Ron Wyden ,Democratic,57.20%,0,,,Jim Huffman (Republican) 39.4%,Jim Huffman ,Republican,39.40%,0,,,0
2010,Pennsylvania,Arlen,null,Specter,M,D,1980,1986,29,96.14,3.86,Incumbent lost renomination.New senator elected.Republican gain.,Pat Toomey (Republican) 51.01%,Pat Toomey ,Republican,51.01%,0,,,Joe Sestak (Democratic) 48.99%,Joe Sestak ,Democratic,48.99%,0,,,0
2010,South Carolina,Jim,null,DeMint,M,R,2004,,5,90.98,9.02,Incumbent re-elected.,Jim DeMint (Republican) 62.4%,Jim DeMint ,Republican,62.40%,0,,,Alvin Greene (Democratic) 28.2%,Alvin Greene ,Democratic,28.20%,0,,,0
2010,South Dakota,John,null,Thune,M,R,2004,,5,96.18,3.82,Incumbent re-elected.,John Thune (Republican),John Thune ,Republican,,0,,,Unopposed,Unopposed,,,,,,0
2010,Utah,,,,,,1992,1998,,,,Incumbent lost renomination.New senator elected.Republican hold.,Mike Lee (Republican) 61.6%,Mike Lee ,Republican,61.60%,0,,,Sam Granato (Democratic) 32.8%,Sam Granato ,Democratic,32.80%,0,,,0
2010,Vermont,Patrick,J.,Leahy,M,D,1974,1980,35,97.36,2.64,Incumbent re-elected.,Patrick Leahy (Democratic) 64.4%,Patrick Leahy ,Democratic,64.40%,0,,,Len Britton (Republican) 30.9%,Len Britton ,Republican,30.90%,0,,,0
2010,Washington,Patty,null,Murray,F,D,1992,1998,17,97.05,2.95,Incumbent re-elected.,Patty Murray (Democratic) 52.4%,Patty Murray ,Democratic,52.40%,1,,,Dino Rossi (Republican) 47.6%,Dino Rossi ,Republican,47.60%,0,,,1
2010,Wisconsin,Russ,null,Feingold,M,D,1992,1998,17,80,20,Incumbent lost re-election.New senator elected.Republican gain.,Ron Johnson (Republican) 51.9%,Ron Johnson ,Republican,51.90%,0,,,Russ Feingold (Democratic) 47.0%,Russ Feingold ,Democratic,47.00%,0,,,0
2012,Arizona,Jon,null,Kyl,M,R,1994,2000,17,91.54,8.46,Incumbent retired.[4]New senator elected.Republican hold.,Jeff Flake (Republican) 49.2%,Jeff Flake ,Republican,49.20%,0,"$9,026,951.00",,Richard Carmona (Democratic) 46.1%,Richard Carmona ,Democratic,46.10%,0,"$6,459,791.00",,0
2012,California,Dianne,null,Feinstein,F,D,1992 (Special),1994,19,95.99,4.01,Incumbent re-elected.,Dianne Feinstein (Democratic) 62.5%,Dianne Feinstein ,Democratic,62.50%,1,"$14,797,542.00",,Elizabeth Emken (Republican) 37.5%,Elizabeth Emken ,Republican,37.50%,1,"$1,114,350.00",,3
2012,Connecticut,,,,,,1988,1994,,,,Incumbent retired.[9]New senator elected.Democratic gain.,Chris Murphy (Democratic) 54.8%,Chris Murphy ,Democratic,54.80%,0,"$10,543,456.00",,Linda McMahon (Republican) 43.1%,Linda McMahon ,Republican,43.10%,1,,,2
2012,Delaware,,,,,,2000,2006,,,,Incumbent re-elected.,Tom Carper (Democratic) 66.4%,Tom Carper ,Democratic,66.40%,0,"$4,882,503.00",,Kevin Wade (Republican) 29.0%,Kevin Wade ,Republican,29.00%,0,,,0
2012,Florida,Bill,null,Nelson,M,D,2000,2006,11,94.38,5.63,Incumbent re-elected.,Bill Nelson (Democratic) 55.2%,Bill Nelson ,Democratic,55.20%,0,"$16,805,812.00",,Connie Mack IV (Republican) 42.2%,Connie Mack IV ,Republican,42.20%,1,"$7,272,224.00",,2
2012,Hawaii,Daniel,K.,Akaka,M,D,1990 (Special),1994,21,96.19,3.81,Incumbent retired.[19]New senator elected.Democratic hold.,Mazie Hirono (Democratic) 62.6%,Mazie Hirono ,Democratic,62.60%,1,"$5,518,572.00",,Linda Lingle (Republican) 37.4%,Linda Lingle ,Republican,37.40%,1,"$5,865,323.00",,3
2012,Indiana,Richard,G.,Lugar,M,R,1976,1982,35,85.56,14.44,Incumbent lost renomination[20]New senator elected.Democratic gain.,Joe Donnelly (Democratic) 50.0%,Joe Donnelly ,Democratic,50.00%,0,"$5,662,233.00",,Richard Mourdock (Republican) 44.2%,Richard Mourdock ,Republican,44.20%,0,"$7,265,949.00",,0
2012,Maine,Olympia,J.,Snowe,F,R,1994,2000,17,68.76,31.24,Incumbent retired.[22]New senator elected.Independent gain.,Angus King (Independent) 52.9%,Angus King ,Independent,52.90%,0,"$2,964,323.00",,"Charles E. Summers, Jr. (Republican) 30.7%","Charles E. Summers, Jr. ",Republican,30.70%,0,"$1,295,221.00",,0
2012,Maryland,,,,,,2006,,,,,Incumbent re-elected.,Ben Cardin (Democratic) 56.0%,Ben Cardin ,Democratic,56.00%,0,"$6,781,703.00",,Dan Bongino (Republican) 26.3%,Dan Bongino ,Republican,26.30%,0,"$1,826,651.00",,0
2012,Massachusetts,Scott,null,Brown,M,R,2010 (Special),,3,67.44,32.56,Incumbent lost re-election.New senator elected.Democratic gain.,Elizabeth Warren (Democratic) 53.7%,Elizabeth Warren ,Democratic,53.70%,1,"$42,506,349.00",,Scott Brown (Republican) 46.3%,Scott Brown ,Republican,46.30%,0,"$28,154,602.00",,1
2012,Michigan,Debbie,null,Stabenow,F,D,2000,2006,11,93.91,6.09,Incumbent re-elected.,Debbie Stabenow (Democratic) 58.8%,Debbie Stabenow ,Democratic,58.80%,1,"$14,608,023.00",,Pete Hoekstra (Republican) 38.0%,Pete Hoekstra ,Republican,38.00%,0,"$5,843,048.00",,1
2012,Minnesota,Amy,null,Klobuchar,F,D,2006,,5,94.18,5.82,Incumbent re-elected.,Amy Klobuchar (Democratic) 65.2%,Amy Klobuchar ,Democratic,65.20%,1,"$10,616,213.00",,Kurt Bills (Republican) 30.6%,Kurt Bills ,Republican,30.60%,0,"$953,146.00",,1
2012,Mississippi,Roger,null,Wicker,M,R,2008 (Special),,5,88.58,11.42,Incumbent re-elected.,Roger Wicker (Republican) 57.2%,Roger Wicker ,Republican,57.20%,0,"$4,445,804.00",,"Albert N. Gore, Jr. (Democratic) 40.6%","Albert N. Gore, Jr. ",Democratic,40.60%,0,,,0
2012,Missouri,Claire,null,McCaskill,F,D,2006,,5,85.62,14.38,Incumbent re-elected.,Claire McCaskill (Democratic) 54.8%,Claire McCaskill ,Democratic,54.80%,1,"$21,222,296.00",,Todd Akin (Republican) 39.0%,Todd Akin ,Republican,39.00%,0,"$5,621,685.00",,1
2012,Montana,Jon,null,Tester,M,D,2006,,5,91.25,8.75,Incumbent re-elected.,Jon Tester (Democratic) 48.6%,Jon Tester ,Democratic,48.60%,0,"$13,376,360.00",,Denny Rehberg (Republican) 44.9%,Denny Rehberg ,Republican,44.90%,0,,"$9,560,983.00",0
2012,Nebraska,Ben,null,Nelson,M,D,2000,2006,11,85.6,14.41,Incumbent retired.[33]New senator elected.Republican gain.,Deb Fischer (Republican) 57.8%,Deb Fischer ,Republican,57.80%,1,"$5,283,975.00",,Bob Kerrey (Democratic) 42.2%,Bob Kerrey ,Democratic,42.20%,0,,,1
2012,Nevada,Dean,null,Heller,M,R,,,1,75.92,24.08,Interim appointee elected.,Dean Heller (Republican) 45.9%,Dean Heller ,Republican,45.90%,0,"$9,417,811.00",,Shelley Berkley (Democratic) 44.7%,Shelley Berkley ,Democratic,44.70%,1,"$10,548,285.00",,2
2012,New Jersey,,,,,,2006,,,,,Incumbent re-elected.,Bob Menendez (Democratic) 58.9%,Bob Menendez ,Democratic,58.90%,0,"$17,344,783.00",,Joe Kyrillos (Republican) 39.4%,Joe Kyrillos ,Republican,39.40%,0,,"$4,640,451.00",0
2012,New Mexico,Jeff,null,Bingaman,M,D,1982,1988,29,96.44,3.56,Incumbent retired.[37]New senator elected.Democratic hold.,Martin Heinrich (Democratic) 51.0%,Martin Heinrich ,Democratic,51.00%,0,"$6,727,090.00",,Heather Wilson (Republican) 45.3%,Heather Wilson ,Republican,45.30%,1,"$7,172,122.00",,2
2012,New York,Kirsten,E.,Gillibrand,F,D,2010 (Special),,3,96.67,3.33,Incumbent re-elected.,Kirsten Gillibrand (Democratic) 71.6%,Kirsten Gillibrand ,Democratic,71.60%,1,"$15,745,457.00",,Wendy E. Long (Republican) 27.0%,Wendy E. Long ,Republican,27.00%,1,,,3
2012,North Dakota,Kent,null,Conrad,M,D,1986,1992 (Special),25,94.69,5.31,Incumbent retired.[40]New senator elected.Democratic hold.,Heidi Heitkamp (Democratic) 50.24%,Heidi Heitkamp ,Democratic,50.24%,1,"$5,642,938.00",,Rick Berg (Republican) 49.32%,Rick Berg ,Republican,49.32%,0,"$6,502,926.00",,1
2012,Ohio,Sherrod,null,Brown,M,D,2006,,5,95.39,4.61,Incumbent re-elected.,Sherrod Brown (Democratic) 50.7%,Sherrod Brown ,Democratic,50.70%,0,"$24,831,022.00",,Josh Mandel (Republican) 44.7%,Josh Mandel ,Republican,44.70%,0,"$18,912,557.00",,0
2012,Pennsylvania,,,,,,2006,,,,,Incumbent re-elected.,Bob Casey Jr. (Democratic) 53.7%,,,,0,,,Tom Smith (Republican) 44.6%,Tom Smith ,Republican,44.60%,0,"$37,774,108.00",,0
2012,Rhode Island,Sheldon,null,Whitehouse,M,D,2006,,5,96.25,3.75,Incumbent re-elected.,Sheldon Whitehouse (Democratic) 64.8%,Sheldon Whitehouse ,Democratic,64.80%,0,"$4,883,464.00",,Barry Hinckley (Republican) 35.0%,Barry Hinckley ,Republican,35.00%,0,"$1,734,369.00",,0
2012,Tennessee,Bob,null,Corker,M,R,2006,,5,89.96,10.04,Incumbent re-elected.,Bob Corker (Republican) 64.9%,Bob Corker ,Republican,64.90%,0,"$14,829,818.00",,Mark Clayton (Democratic) 30.4%,Mark Clayton ,Democratic,30.40%,0,,,0
2012,Texas,,,,,,1993 (Special),1994,,,,Incumbent retired.[45]New senator elected.Republican hold.,Ted Cruz (Republican) 56.5%,Ted Cruz ,Republican,56.50%,0,"$15,098,279.00",,Paul Sadler (Democratic) 40.7%,Paul Sadler ,Democratic,40.70%,0,"$683,957.00",,0
2012,Utah,Orrin,G.,Hatch,M,R,1976,1982,35,89.07,10.93,Incumbent re-elected.,Orrin Hatch (Republican) 65.3%,Orrin Hatch ,Republican,65.30%,0,"$11,570,586.00",,Scott Howell (Democratic) 30.0%,Scott Howell ,Democratic,30.00%,0,"$421,086.00",,0
2012,Vermont,,,,,,2006,,,,,Incumbent re-elected.,Bernie Sanders (Independent) 71%,Bernie Sanders ,Independent,71%,0,"$7,229,492.00",,John MacGovern (Republican) 24.9%,John MacGovern ,Republican,24.90%,0,,,0
2012,Virginia,Jim,null,Webb,M,D,2006,,5,90.93,9.07,Incumbent retired.[50]New senator elected.Democratic hold.,Tim Kaine (Democratic) 52.9%,Tim Kaine ,Democratic,52.90%,0,,,George Allen (Republican) 47.0%,George Allen ,Republican,47.00%,0,"$14,507,536.00",,0
2012,Washington,Maria,null,Cantwell,F,D,2000,2006,11,94.39,5.61,Incumbent re-elected.,Maria Cantwell (Democratic) 60.5%,Maria Cantwell ,Democratic,60.50%,1,"$11,978,158.00",,Michael Baumgartner (Republican) 39.5%,Michael Baumgartner ,Republican,39.50%,0,"$1,037,428.00",,1
2012,West Virginia,Joe,null,Manchin,M,D,2010 (Special),,3,83.96,16.04,Incumbent re-elected.,Joe Manchin (Democratic) 60.6%,Joe Manchin ,Democratic,60.60%,0,,,John Raese (Republican) 36.5%,John Raese ,Republican,36.50%,0,"$1,607,740.00",,0
2012,Wisconsin,Herb,null,Kohl,M,D,1988,1994,23,94.64,5.36,Incumbent retired.[54]New senator elected.Democratic hold.,Tammy Baldwin (Democratic) 51.4%,Tammy Baldwin ,Democratic,51.40%,1,"$15,089,725.00",,Tommy Thompson (Republican) 45.9%,Tommy Thompson ,Republican,45.90%,1,"$9,835,823.00",,1
2012,Wyoming,John,null,Barrasso,M,R,2008 (Special),,5,92.08,7.92,Incumbent re-elected.,John Barrasso (Republican) 75.7%,John Barrasso ,Republican,75.70%,0,"$4,537,696.00",,Tim Chesnut (Democratic) 21.7%,Tim Chesnut ,Democratic,21.70%,0,,,0
2014,Alabama,Jeff,null,Sessions,M,R,1996,2002,17,90.81,9.19,Incumbent re-elected.,Jeff Sessions (Republican) 97.25%,Jeff Sessions,Republican,97.25%,0,,,Write-in 2.75%,,,,,,,0
2014,Alaska,Mark,null,Begich,M,D,2008,,5,95.72,4.28,Incumbent lost re-election.New senator elected.Republican gain.[28],Dan Sullivan (Republican) 48.0%,Dan Sullivan,Republican,48.00%,0,,,Mark Begich (Democratic) 45.8%,Mark Begich ,Democratic,45.80%,0,,,0
2014,Arkansas,Mark,null,Pryor,M,D,2002,2008,11,92.11,7.89,Incumbent lost re-election.New senator elected.Republican gain.,Tom Cotton (Republican) 56.5%,Tom Cotton ,Republican,56.50%,0,,,Mark Pryor (Democratic) 39.4%,Mark Pryor ,Democratic,39.40%,0,,,0
2014,Colorado,Mark,null,Udall,M,D,2008,,6,98.39,1.61,Incumbent lost re-election.New senator elected.Republican gain.,Cory Gardner (Republican) 48.2%,Cory Gardner ,Republican,48.20%,0,,,Mark Udall (Democratic) 46.3%,Mark Udall ,Democratic,46.30%,0,,,0
2014,Delaware,,,,,,2010 (Special),,,,,Incumbent re-elected.,Chris Coons (Democratic) 55.8%,Chris Coons ,Democratic,55.80%,0,,,Kevin Wade (Republican) 42.2%,Kevin Wade ,Republican,42.20%,0,,,0
2014,Georgia,Saxby,null,Chambliss,M,R,2002,2008,11,87.15,12.85,Incumbent retired.[47]New senator elected.Republican hold.,David Perdue (Republican) 52.9%,David Perdue ,Republican,52.90%,0,,,Michelle Nunn (Democratic) 45.2%,Michelle Nunn ,Democratic,45.20%,1,,,2
2014,Idaho,Jim,null,Risch,M,R,2008,,5,90.19,9.81,Incumbent re-elected.,Jim Risch (Republican) 65.3%,Jim Risch ,Republican,65.30%,0,,,Nels Mitchell (Democratic) 34.7%,Nels Mitchell ,Democratic,34.70%,0,,,0
2014,Illinois,,,,,,1996,2002,,,,Incumbent re-elected.,Dick Durbin (Democratic) 53.5%,Dick Durbin ,Democratic,53.50%,0,,,Jim Oberweis (Republican) 42.7%,Jim Oberweis ,Republican,42.70%,0,,,0
2014,Iowa,Tom,null,Harkin,M,D,1984,1990,29,98.73,1.27,Incumbent retired.[56]New senator elected.Republican gain.,Joni Ernst (Republican) 52.1%,Joni Ernst ,Republican,52.10%,1,,,Bruce Braley (Democratic) 43.8%,Bruce Braley ,Democratic,43.80%,0,,,1
2014,Kansas,Pat,null,Roberts,M,R,1996,2002,17,91.39,8.61,Incumbent re-elected.,Pat Roberts (Republican) 53.1%,Pat Roberts ,Republican,53.10%,0,,,Greg Orman (Independent) 42.5%,Greg Orman ,Independent,42.50%,0,,,0
2014,Kentucky,Mitch,null,McConnell,M,R,1984,1990,29,93.6,6.4,Incumbent re-elected.,Mitch McConnell (Republican) 56.1%,Mitch McConnell ,Republican,56.10%,0,,,Alison Lundergan Grimes (Democratic) 40.7%,Alison Lundergan Grimes ,Democratic,40.70%,1,,,2
2014,Louisiana,Mary,L.,Landrieu,F,D,1996,2002,17,94.19,5.81,Incumbent lost re-election.New senator elected.Republican gain.,Bill Cassidy (Republican) 55.9%,Bill Cassidy ,Republican,55.90%,0,,,Mary Landrieu (Democratic) 44.1%,Mary Landrieu ,Democratic,44.10%,1,,,2
2014,Maine,Susan,null,Collins,F,R,1996,2002,17,60.87,39.13,Incumbent re-elected.,Susan Collins (Republican) 68.5%,Susan Collins ,Republican,68.50%,1,,,Shenna Bellows (Democratic) 31.5%,Shenna Bellows ,Democratic,31.50%,1,,,3
2014,Massachusetts,,,,,,2013 (Special),,,,,Incumbent re-elected.,Ed Markey (Democratic) 62.0%,Ed Markey ,Democratic,62.00%,0,,,Brian Herr (Republican) 38.0%,Brian Herr ,Republican,38.00%,0,,,0
2014,Michigan,Carl,null,Levin,M,D,1978,1984,35,97.98,2.02,Incumbent retired.[72]New senator elected.Democratic hold.,Gary Peters (Democratic) 54.6%,Gary Peters ,Democratic,54.60%,0,,,Terri Lynn Land (Republican) 41.3%,Terri Lynn Land ,Republican,41.30%,1,,,2
2014,Minnesota,Al,null,Franken,M,D,2008,,5,99.24,0.76,Incumbent re-elected.,Al Franken (Democratic Farmer-Labor) 53.2%,Al Franken ,Democratic Farmer-Labor,53.20%,0,,,Mike McFadden (Republican) 42.9%,Mike McFadden ,Republican,42.90%,0,,,0
2014,Mississippi,Thad,null,Cochran,M,R,1978,1984,35,90.81,9.19,Incumbent re-elected.,Thad Cochran (Republican) 59.9%,Thad Cochran ,Republican,59.90%,0,,,Travis Childers (Democratic) 37.9%,Travis Childers ,Democratic,37.90%,0,,,0
2014,Montana,John,null,Walsh,M,D,,,1,97.64,2.36,Incumbent appointee withdrew from nomination.New senator elected.Republican gain.,Steve Daines (Republican) 57.8%,Steve Daines ,Republican,57.80%,0,,,Amanda Curtis (Democratic) 40.1%,Amanda Curtis ,Democratic,40.10%,1,,,2
2014,Nebraska,Mike,null,Johanns,M,R,2008,,5,92.9,7.1,Incumbent retired.[85]New senator elected.Republican hold.,Ben Sasse (Republican) 64.4%,Ben Sasse ,Republican,64.40%,0,,,David Domina (Democratic) 31.5%,David Domina ,Democratic,31.50%,0,,,0
2014,New Hampshire,Jeanne,null,Shaheen,F,D,2008,,5,97.54,2.46,Incumbent re-elected.,Jeanne Shaheen (Democratic) 51.5%,Jeanne Shaheen ,Democratic,51.50%,1,,,Scott Brown (Republican) 48.2%,Scott Brown ,Republican,48.20%,0,,,1
2014,New Jersey,Cory,null,Booker,M,D,2013 (Special),,1,98.81,1.19,Incumbent re-elected.,Cory Booker (Democratic) 55.8%,Cory Booker ,Democratic,55.80%,0,,,Jeff Bell (Republican) 42.3%,Jeff Bell ,Republican,42.30%,0,,,0
2014,New Mexico,Tom,null,Udall,M,D,2008,,6,98.17,1.83,Incumbent re-elected.,Tom Udall (Democratic) 55.6%,Tom Udall ,Democratic,55.60%,0,,,Allen Weh (Republican) 44.4%,Allen Weh ,Republican,44.40%,0,,,0
2014,North Carolina,Kay,null,Hagan,F,D,2008,,5,94.84,5.16,Incumbent lost re-election.New senator elected.Republican gain.,Thom Tillis (Republican) 48.8%,Thom Tillis ,Republican,48.80%,0,,,Kay Hagan (Democratic) 47.3%,Kay Hagan ,Democratic,47.30%,1,,,2
2014,Oklahoma,,,,,,1994,1996,,,,Incumbent re-elected.,Jim Inhofe (Republican) 68.0%,Jim Inhofe ,Republican,68.00%,0,,,Matt Silverstein (Democratic) 28.6%,Matt Silverstein ,Democratic,28.60%,0,,,0
2014,Oregon,Jeff,null,Merkley,M,D,2008,,5,96.61,3.39,Incumbent re-elected.,Jeff Merkley (Democratic) 55.7%,Jeff Merkley ,Democratic,55.70%,0,,,Monica Wehby (Republican) 36.9%,Monica Wehby ,Republican,36.90%,1,,,2
2014,Rhode Island,Jack,null,Reed,M,D,1996,2002,17,97.86,2.14,Incumbent re-elected.,Jack Reed (Democratic) 70.6%,Jack Reed ,Democratic,70.60%,0,,,Mark Zaccaria (Republican) 29.2%,Mark Zaccaria ,Republican,29.20%,0,,,0
2014,South Carolina,Lindsey,null,Graham,M,R,2002,2008,11,86.83,13.17,Incumbent re-elected.,Lindsey Graham (Republican) 54.3%,Lindsey Graham ,Republican,54.30%,0,,,Brad Hutto (Democratic) 38.8%,Brad Hutto ,Democratic,38.80%,0,,,0
2014,South Dakota,Tim,null,Johnson,M,D,1996,2002,17,98.47,1.53,Incumbent retired.[113]New senator elected.Republican gain.,Mike Rounds (Republican) 50.4%,Mike Rounds ,Republican,50.40%,0,,,Rick Weiland (Democratic) 29.5%,Rick Weiland ,Democratic,29.50%,0,,,0
2014,Tennessee,Lamar,null,Alexander,M,R,2002,2008,11,87.4,12.6,Incumbent re-elected.,Lamar Alexander (Republican) 61.9%,Lamar Alexander ,Republican,61.90%,0,,,Martin Pleasant (Green) 0.9%,Martin Pleasant ,Green,0.90%,0,,,0
2014,Texas,John,null,Cornyn,M,R,2002,2008,11,91.36,8.64,Incumbent re-elected.,John Cornyn (Republican) 61.6%,John Cornyn ,Republican,61.60%,0,,,Gordon Ball (Democratic) 31.9%,Gordon Ball ,Democratic,31.90%,0,,,0
2014,Virginia,Mark,null,Warner,M,D,2008,,5,96.73,3.27,Incumbent re-elected.[124],Mark Warner (Democratic) 49.1%,Mark Warner ,Democratic,49.10%,0,,,Ed Gillespie (Republican) 48.3%,Ed Gillespie ,Republican,48.30%,0,,,0
2014,West Virginia,,,,,,1984,1990,,,,Incumbent retired.[129]New senator elected.Republican gain.,Shelley Moore Capito (Republican) 62.1%,Shelley Moore Capito ,Republican,62.10%,1,,,Natalie Tennant (Democratic) 34.5%,Natalie Tennant ,Democratic,34.50%,1,,,3
2014,Wyoming,,,,,,1996,2002,,,,Incumbent re-elected.,Mike Enzi (Republican) 71.2%,Mike Enzi ,Republican,71.20%,0,,,Charlie Hardy (Democratic) 17.4%,Charlie Hardy ,Democratic,17.40%,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0